ORDER_ID,CUST_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE
5476,"11465","2008-04-30 00:00:00.000","2008-04-30 01:02:36.564",7.45,"NE235 ","2008-05-19 00:00:00.000","29/05/08"
5477,"12373","2008-11-10 00:00:00.000","2008-11-10 17:43:54.804",5.66,"NE373 ","2008-11-30 00:00:00.000","12/12/08"
5478,"13448","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",31.88,"SW211 ","2009-03-16 17:47:25.000","05/08/09"
5480,"11659","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",9.51,"NC163 ","2009-03-16 17:47:25.000","05/08/09"
5481,"10099","2007-05-11 00:00:00.000","2007-05-11 05:11:26.258",8.99,"RP385 ","2007-06-25 00:00:00.000","20/06/07"
5482,"11293","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",8.99,"NC163 ","2009-03-16 17:47:25.000","05/08/09"
5483,"11726","2008-11-11 00:00:00.000","2008-11-11 21:47:56.370",8.99,"WE220 ","2008-12-16 00:00:00.000","25/12/08"
5484,"10706","2008-02-23 00:00:00.000","2008-02-23 20:47:44.986",8.99,"WE283 ","2008-03-02 00:00:00.000","10/03/08"
5485,"10392","2007-05-06 00:00:00.000","2007-05-06 09:11:26.258",8.99,"NC169 ","2007-06-10 00:00:00.000","20/06/07"
5486,"13513","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",8.99,"NC163 ","2009-03-16 17:47:25.000","05/08/09"
5487,"13048","2008-04-10 00:00:00.000","2008-04-10 18:36:44.886",8.99,"NW310 ","2008-04-29 00:00:00.000","10/05/08"
5488,"10951","2008-03-14 00:00:00.000","2008-03-14 02:22:36.564",8.99,"SW214 ","2008-03-29 00:00:00.000","09/04/08"
5489,"12772","2008-08-13 00:00:00.000","2008-08-13 20:33:26.257",8.99,"WE154 ","2007-09-08 00:00:00.000","20/09/07"
5490,"12594","2008-03-28 00:00:00.000","2008-03-28 23:58:44.886",8.99,"SC322 ","2008-04-20 00:00:00.000","10/05/08"
5491,"10631","2009-04-14 00:00:00.000","2009-04-14 07:32:45.116",8.99,"NE301 ","2009-07-23 00:00:00.000","12/08/09"
5492,"11123","2008-03-14 00:00:00.000","2008-03-14 02:22:36.564",8.99,"SW214 ","2008-03-29 00:00:00.000","09/04/08"
5493,"11868","2008-04-20 00:00:00.000","2008-04-20 22:38:44.886",8.99,"SE202 ","2008-04-28 00:00:00.000","30/05/08"
5494,"13336","2008-03-28 00:00:00.000","2008-03-28 23:58:44.886",29.79,"SC322 ","2008-04-20 00:00:00.000","10/05/08"
5495,"12888","2008-04-30 00:00:00.000","2008-04-30 01:02:36.564",29.79,"NE235 ","2008-05-19 00:00:00.000","29/05/08"
5496,"12204","2008-11-18 00:00:00.000","2008-11-18 21:33:44.806",29.79,"NE367 ","2008-12-10 00:00:00.000","20/12/08"
5497,"11271","2007-08-01 00:00:00.000","2007-08-01 15:29:06.250",29.79,"SW406 ","2007-10-15 00:00:00.000","03/11/07"
5498,"10933","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",29.79,"SW211 ","2009-03-16 17:47:25.000","05/08/09"
5499,"12225","2008-02-26 00:00:00.000","2008-02-26 10:25:36.564",29.79,"SC391 ","2008-03-20 00:00:00.000","07/04/08"
5500,"10701","2008-11-25 00:00:00.000","2008-11-25 16:23:44.806",29.79,"NW244 ","2008-12-07 00:00:00.000","15/12/08"
5501,"10600","2008-05-30 00:00:00.000","2008-05-30 17:27:39.380",29.79,"NC427 ","2008-06-20 00:00:00.000","10/07/08"
5502,"12897","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",29.79,"SW412 ","2009-03-16 17:47:25.000","05/08/09"
5503,"12071","2008-04-29 00:00:00.000","2008-04-29 20:59:06.250",29.79,"WE349 ","2008-06-15 00:00:00.000","27/06/08"
5504,"10788","2008-11-12 00:00:00.000","2008-11-12 17:43:54.564",29.79,"NW181 ","2008-11-30 00:00:00.000","12/12/08"
5505,"10094","2008-04-26 00:00:00.000","2008-04-26 02:22:36.564",29.79,"NE238 ","2008-05-05 00:00:00.000","19/05/08"
5506,"13105","2007-08-13 00:00:00.000","2007-08-13 11:29:06.250",29.79,"SE208 ","2007-12-21 00:00:00.000","03/01/08"
5507,"11800","2008-03-28 00:00:00.000","2008-03-28 23:58:44.886",17.20,"SC322 ","2008-04-20 00:00:00.000","10/05/08"
5508,"10787","2008-12-16 00:00:00.000","2008-12-16 07:32:59.456",17.20,"SW346 ","2009-01-01 00:00:00.000","05/01/09"
5509,"12689","2008-03-14 00:00:00.000","2008-03-14 02:22:36.564",17.20,"SW214 ","2008-03-29 00:00:00.000","09/04/08"
5510,"12504","2008-04-26 00:00:00.000","2008-04-26 02:22:36.564",17.20,"NE238 ","2008-05-05 00:00:00.000","19/05/08"
5511,"11492","2008-03-14 00:00:00.000","2008-03-14 02:22:36.564",17.20,"SW214 ","2008-03-29 00:00:00.000","09/04/08"
5512,"11574","2008-05-12 00:00:00.000","2008-05-12 20:07:36.370",17.20,"NC424 ","2008-06-20 00:00:00.000","01/07/08"
5514,"13298","2008-10-20 00:00:00.000","2008-10-20 20:07:39.380",17.20,"WE286 ","2008-11-20 00:00:00.000","30/11/08"
5515,"11755","2008-04-10 00:00:00.000","2008-04-10 22:47:52.556",17.20,"NE241 ","2008-04-22 00:00:00.000","25/04/08"
5516,"12330","2008-03-14 00:00:00.000","2008-03-14 02:22:36.564",17.20,"SW214 ","2008-03-29 00:00:00.000","09/04/08"
5517,"12906","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",17.20,"NE175 ","2009-03-16 17:47:25.000","05/08/09"
5518,"12903","2008-11-17 00:00:00.000","2008-11-17 17:43:54.564",17.20,"NW316 ","2008-11-30 00:00:00.000","12/12/08"
5519,"11875","2008-09-10 00:00:00.000","2008-09-10 20:27:55.556",17.20,"SE271 ","2008-09-30 00:00:00.000","10/09/08"
5520,"13387","2008-12-16 00:00:00.000","2008-12-16 07:32:59.456",1.49,"SW346 ","2009-01-01 00:00:00.000","05/01/09"
5521,"10891","2008-04-29 00:00:00.000","2008-04-29 20:59:06.250",1.49,"WE349 ","2008-06-15 00:00:00.000","27/06/08"
5522,"10469","2008-10-22 00:00:00.000","2008-10-22 17:33:26.257",1.49,"NC229 ","2008-11-08 00:00:00.000","20/11/08"
5523,"11365","2008-01-28 00:00:00.000","2008-01-28 13:13:54.564",1.49,"NE106 ","2008-02-26 00:00:00.000","07/03/08"
5524,"12298","2008-08-31 00:00:00.000","2008-08-31 19:17:24.586",1.49,"NC100 ","2008-09-10 00:00:00.000","20/08/08"
5525,"11903","2008-04-09 00:00:00.000","2008-04-09 19:27:56.370",1.49,"SE268 ","2008-12-05 00:00:00.000","16/12/08"
5527,"13155","2008-01-06 00:00:00.000","2008-01-06 18:23:54.564",1.49,"NW118 ","2008-01-26 00:00:00.000","07/02/08"
5528,"10999","2008-04-10 00:00:00.000","2008-04-10 22:47:52.556",1.49,"NE241 ","2008-04-22 00:00:00.000","25/04/08"
5529,"10881","2008-09-10 00:00:00.000","2008-09-10 20:27:55.556",1.49,"SE271 ","2008-09-30 00:00:00.000","10/09/08"
5530,"13161","2008-01-01 00:00:00.000","2008-01-01 15:47:56.370",1.49,"WE418 ","2008-02-02 00:00:00.000","10/02/08"
5531,"11374","2008-04-29 00:00:00.000","2008-04-29 20:59:06.250",1.49,"WE349 ","2008-06-15 00:00:00.000","27/06/08"
5532,"12825","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",1.49,"NE175 ","2009-03-16 17:47:25.000","05/08/09"
5533,"11020","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",9.51,"SC124 ","2009-03-16 17:47:25.000","05/08/09"
5534,"12523","2008-02-23 00:00:00.000","2008-02-23 20:47:44.986",9.51,"WE283 ","2008-03-02 00:00:00.000","10/03/08"
5535,"10905","2008-08-10 00:00:00.000","2008-08-10 22:07:24.486",9.51,"NW382 ","2008-09-08 00:00:00.000","10/08/08"
5536,"13005","2007-08-01 00:00:00.000","2007-08-01 15:29:06.250",9.51,"SW406 ","2007-10-15 00:00:00.000","03/11/07"
5537,"11204","2008-09-30 00:00:00.000","2008-09-30 18:57:28.586",9.51,"WE226 ","2008-10-10 00:00:00.000","20/09/08"
5538,"12294","2008-11-25 00:00:00.000","2008-11-25 16:23:44.806",9.51,"NW244 ","2008-12-07 00:00:00.000","15/12/08"
5539,"11150","2008-10-07 00:00:00.000","2008-10-07 21:33:59.456",9.51,"SE265 ","2008-11-20 00:00:00.000","25/11/08"
5540,"12062","2008-02-17 00:00:00.000","2008-02-17 05:25:36.564",9.51,"NE307 ","2008-03-10 00:00:00.000","20/04/08"
5541,"10042","2008-08-31 00:00:00.000","2008-08-31 19:17:24.586",9.51,"NC100 ","2008-09-10 00:00:00.000","20/08/08"
5542,"12486","2008-01-20 00:00:00.000","2008-01-20 22:39:06.250",9.51,"SC130 ","2008-02-10 00:00:00.000","27/02/08"
5543,"13007","2008-08-23 00:00:00.000","2008-08-23 22:47:24.586",9.51,"SC193 ","2008-09-10 00:00:00.000","20/08/08"
5544,"11719","2008-04-02 00:00:00.000","2008-04-02 16:33:44.886",9.51,"NW112 ","2008-04-28 00:00:00.000","30/05/08"
5545,"10921","2008-02-17 00:00:00.000","2008-02-17 05:25:36.564",9.51,"NE307 ","2008-03-10 00:00:00.000","20/04/08"
5546,"11052","2008-12-16 00:00:00.000","2008-12-16 07:32:59.456",16.27,"SW346 ","2009-01-01 00:00:00.000","05/01/09"
5547,"12707","2008-03-19 00:00:00.000","2008-03-19 02:22:36.564",16.27,"SW148 ","2008-04-03 00:00:00.000","19/04/08"
5548,"10632","2008-02-23 00:00:00.000","2008-02-23 20:47:44.986",16.27,"WE283 ","2008-03-02 00:00:00.000","10/03/08"
5549,"11296","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",16.27,"SC124 ","2009-03-16 17:47:25.000","05/08/09"
5550,"11568","2008-04-07 00:00:00.000","2008-04-07 08:47:52.556",16.27,"WE157 ","2008-04-22 00:00:00.000","25/04/08"
5551,"11592","2008-06-01 00:00:00.000","2008-06-01 16:58:44.886",16.27,"NC361 ","2008-07-20 00:00:00.000","30/07/08"
5552,"12445","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",16.27,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
5553,"13063","2008-06-23 00:00:00.000","2008-06-23 15:29:06.250",16.27,"NC298 ","2008-07-15 00:00:00.000","27/07/08"
5555,"11629","2008-08-03 00:00:00.000","2008-08-03 17:27:54.986",16.27,"NE172 ","2008-09-02 00:00:00.000","10/08/08"
5556,"10864","2008-10-07 00:00:00.000","2008-10-07 21:33:59.456",16.27,"SE265 ","2008-11-20 00:00:00.000","25/11/08"
5557,"10636","2007-09-16 00:00:00.000","2007-09-16 09:11:26.258",16.27,"NE370 ","2007-09-30 00:00:00.000","09/10/07"
5558,"11792","2008-04-18 00:00:00.000","2008-04-18 01:02:36.564",6.05,"SC262 ","2008-05-09 00:00:00.000","19/05/08"
5559,"13516","2008-02-17 00:00:00.000","2008-02-17 05:25:36.564",33.85,"NE307 ","2008-03-10 00:00:00.000","20/04/08"
5560,"10451","2008-05-01 00:00:00.000","2008-05-01 16:58:44.886",13.77,"SW343 ","2008-05-20 00:00:00.000","30/05/08"
5561,"10048","2008-02-23 00:00:00.000","2008-02-23 20:47:44.986",3.88,"WE283 ","2008-03-02 00:00:00.000","10/03/08"
5562,"13242","2008-03-14 00:00:00.000","2008-03-14 02:22:36.564",27.99,"SW214 ","2008-03-29 00:00:00.000","09/04/08"
5563,"12975","2008-05-19 00:00:00.000","2008-05-19 20:47:39.380",18.24,"SC388 ","2008-06-02 00:00:00.000","15/06/08"
5564,"13368","2008-01-23 00:00:00.000","2008-01-23 18:23:54.564",28.55,"NC295 ","2008-02-16 00:00:00.000","27/02/08"
5565,"11751","2009-04-02 00:00:00.000","2009-04-02 23:32:45.116",33.99,"RP190 ","2009-05-21 00:00:00.000","15/06/09"
5568,"10895","2009-03-08 00:00:00.000","2009-03-08 20:32:45.246",16.25,"NE304 ","2009-06-08 00:00:00.000","15/07/09"
5569,"12605","2008-09-19 00:00:00.000","2008-09-19 19:57:35.556",10.15,"SE334 ","2008-09-30 00:00:00.000","10/09/08"
5570,"10158","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",13.88,"SC124 ","2009-03-16 17:47:25.000","05/08/09"
5571,"12925","2009-04-14 00:00:00.000","2009-04-14 07:32:45.116",2.87,"NE301 ","2009-07-23 00:00:00.000","12/08/09"
5572,"11126","2008-06-26 00:00:00.000","2008-06-26 15:29:06.250",10.15,"NC358 ","2008-07-13 00:00:00.000","23/07/08"
5573,"10814","2008-04-07 00:00:00.000","2008-04-07 08:47:52.556",16.85,"WE157 ","2008-04-22 00:00:00.000","25/04/08"
5576,"10938","2008-11-18 00:00:00.000","2008-11-18 21:33:44.806",7.45,"NE367 ","2008-12-10 00:00:00.000","20/12/08"
5578,"10168","2008-04-18 00:00:00.000","2008-04-18 01:02:36.564",31.88,"SC262 ","2008-05-09 00:00:00.000","19/05/08"
5579,"13368","2008-08-23 00:00:00.000","2008-08-23 22:47:24.586",8.99,"SC193 ","2008-09-10 00:00:00.000","20/08/08"
5580,"13170","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",9.51,"SC196 ","2009-03-16 17:47:25.000","05/08/09"
5581,"10500","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",8.99,"NE175 ","2009-03-16 17:47:25.000","05/08/09"
5582,"12595","2008-11-12 00:00:00.000","2008-12-12 03:19:56.145",8.99,"SE139 ","2009-01-23 00:00:00.000","03/02/09"
5583,"11905","2008-03-31 00:00:00.000","2008-03-31 18:57:39.380",8.99,"SW142 ","2008-04-20 00:00:00.000","30/04/08"
5584,"11139","2008-08-09 00:00:00.000","2008-08-09 02:48:36.250",8.99,"NW376 ","2008-09-16 00:00:00.000","20/09/08"
5585,"11397","2008-09-30 00:00:00.000","2008-09-30 18:57:28.586",8.99,"WE226 ","2008-10-10 00:00:00.000","20/09/08"
5586,"12398","2008-09-12 00:00:00.000","2008-09-12 06:11:26.258",8.99,"SE136 ","2008-09-29 00:00:00.000","09/10/08"
5587,"10310","2008-10-26 00:00:00.000","2008-10-26 20:07:39.380",8.99,"SC256 ","2008-11-10 00:00:00.000","14/11/08"
5588,"10661","2008-12-25 00:00:00.000","2008-12-25 09:32:50.756",8.99,"NW247 ","2009-01-09 00:00:00.000","15/01/09"
5589,"11204","2008-12-07 00:00:00.000","2008-12-07 08:43:52.556",8.99,"SW274 ","2009-01-22 00:00:00.000","25/01/09"
5590,"11190","2008-08-13 00:00:00.000","2008-08-13 20:33:26.257",8.99,"WE154 ","2007-09-08 00:00:00.000","20/09/07"
5591,"12934","2008-12-28 00:00:00.000","2008-12-28 04:44:52.556",8.99,"SE205 ","2009-01-19 00:00:00.000","25/01/09"
5592,"12792","2008-02-29 00:00:00.000","2008-02-29 22:39:06.250",8.99,"SE331 ","2008-03-17 00:00:00.000","27/03/08"
5593,"11745","2008-03-10 00:00:00.000","2008-03-10 06:22:36.564",8.99,"NC166 ","2008-03-20 00:00:00.000","30/03/08"
5594,"10298","2008-11-17 00:00:00.000","2008-11-17 17:43:54.564",29.79,"NW316 ","2008-11-30 00:00:00.000","12/12/08"
5342,"12637","2008-05-19 00:00:00.000","2008-05-19 20:47:39.380",21.97,"SC388 ","2008-06-02 00:00:00.000","15/06/08"
5343,"11479","2008-08-13 00:00:00.000","2008-08-13 20:33:26.257",21.97,"WE154 ","2007-09-08 00:00:00.000","20/09/07"
5344,"12650","2008-01-08 00:00:00.000","2008-01-08 03:13:54.564",21.97,"SW277 ","2008-02-20 00:00:00.000","27/03/08"
5345,"13020","2008-07-29 00:00:00.000","2008-07-29 20:59:06.250",21.97,"SC325 ","2008-06-16 00:00:00.000","27/06/08"
5346,"13145","2008-03-10 00:00:00.000","2008-03-10 06:22:36.564",21.97,"NC166 ","2008-03-20 00:00:00.000","30/03/08"
5347,"12192","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",21.97,"NE109 ","2009-03-16 17:47:25.000","05/08/09"
5348,"11691","2008-11-08 00:00:00.000","2008-11-08 21:33:44.806",21.97,"NW184 ","2008-12-10 00:00:00.000","20/12/08"
5349,"11071","2008-11-13 00:00:00.000","2008-11-13 21:59:36.250",21.97,"SC199 ","2008-12-19 00:00:00.000","27/12/08"
5350,"12445","2007-08-17 00:00:00.000","2007-08-17 06:19:46.245",21.97,"NW250 ","2007-11-21 00:00:00.000","03/12/07"
5351,"11105","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",21.97,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
5353,"12021","2008-05-30 00:00:00.000","2008-05-30 17:27:39.380",21.97,"NC427 ","2008-06-20 00:00:00.000","10/07/08"
5354,"12491","2007-08-01 00:00:00.000","2007-08-01 15:29:06.250",48.52,"SW406 ","2007-10-15 00:00:00.000","03/11/07"
5355,"13040","2008-04-10 00:00:00.000","2008-04-10 18:36:44.886",22.95,"NW310 ","2008-04-29 00:00:00.000","10/05/08"
5610,"12966","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",17.20,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
5611,"10106","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",17.20,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
5612,"11151","2007-09-16 00:00:00.000","2007-09-16 09:11:26.258",17.20,"NE370 ","2007-09-30 00:00:00.000","09/10/07"
5613,"12055","2008-11-03 00:00:00.000","2008-11-03 08:44:16.564",17.20,"NE178 ","2008-12-01 00:00:00.000","20/12/08"
5614,"10777","2008-02-26 00:00:00.000","2008-02-26 10:25:36.564",17.20,"SC391 ","2008-03-20 00:00:00.000","07/04/08"
5615,"11760","2009-03-08 00:00:00.000","2009-03-08 20:32:45.246",17.20,"NE304 ","2009-06-08 00:00:00.000","15/07/09"
5616,"11854","2008-02-26 00:00:00.000","2008-02-26 10:25:36.564",17.20,"SC391 ","2008-03-20 00:00:00.000","07/04/08"
5617,"12618","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",17.20,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
5618,"10463","2008-04-29 00:00:00.000","2008-04-29 20:59:06.250",17.20,"WE349 ","2008-06-15 00:00:00.000","27/06/08"
5619,"11226","2008-05-19 00:00:00.000","2008-05-19 20:47:39.380",17.20,"SC388 ","2008-06-02 00:00:00.000","15/06/08"
5620,"12460","2008-08-25 00:00:00.000","2008-08-25 16:39:06.250",1.49,"NC160 ","2008-09-19 00:00:00.000","27/09/08"
5622,"13172","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",1.49,"NE175 ","2009-03-16 17:47:25.000","05/08/09"
5623,"11365","2008-06-29 00:00:00.000","2008-06-29 16:50:44.886",1.49,"SC127 ","2008-07-20 00:00:00.000","30/07/08"
5625,"10750","2008-04-10 00:00:00.000","2008-04-10 18:36:44.886",1.49,"NW310 ","2008-04-29 00:00:00.000","10/05/08"
5626,"10153","2007-08-01 00:00:00.000","2007-08-01 15:29:06.250",1.49,"SW406 ","2007-10-15 00:00:00.000","03/11/07"
5627,"12888","2008-06-09 00:00:00.000","2008-06-09 18:50:44.886",1.49,"WE223 ","2008-06-28 00:00:00.000","10/07/08"
5629,"11429","2008-03-10 00:00:00.000","2008-03-10 06:22:36.564",1.49,"NC166 ","2008-03-20 00:00:00.000","30/03/08"
5630,"10446","2008-05-01 00:00:00.000","2008-05-01 16:58:44.886",1.49,"SW343 ","2008-05-20 00:00:00.000","30/05/08"
5631,"11676","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",1.49,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
5632,"11015","2008-04-26 00:00:00.000","2008-04-26 02:22:36.564",1.49,"NE238 ","2008-05-05 00:00:00.000","19/05/08"
5633,"10158","2008-09-10 00:00:00.000","2008-09-10 20:27:55.556",9.51,"SE271 ","2008-09-30 00:00:00.000","10/09/08"
5634,"10321","2007-08-01 00:00:00.000","2007-08-01 15:29:06.250",9.51,"SW406 ","2007-10-15 00:00:00.000","03/11/07"
5635,"11770","2008-03-04 00:00:00.000","2008-03-04 02:25:36.564",9.51,"WE415 ","2008-03-20 00:00:00.000","30/03/08"
5636,"12686","2008-08-25 00:00:00.000","2008-08-25 16:39:06.250",9.51,"NC160 ","2008-09-19 00:00:00.000","27/09/08"
5637,"10262","2008-06-23 00:00:00.000","2008-06-23 15:29:06.250",9.51,"NC298 ","2008-07-15 00:00:00.000","27/07/08"
5638,"12705","2009-04-14 00:00:00.000","2009-04-14 07:32:45.116",9.51,"NE301 ","2009-07-23 00:00:00.000","12/08/09"
5640,"10686","2008-11-25 00:00:00.000","2008-11-25 16:23:44.806",9.51,"NW244 ","2008-12-07 00:00:00.000","15/12/08"
5641,"11710","2008-04-02 00:00:00.000","2008-04-02 16:33:44.886",9.51,"NW112 ","2008-04-28 00:00:00.000","30/05/08"
5643,"12752","2008-11-13 00:00:00.000","2008-11-13 21:59:36.250",9.51,"SC199 ","2008-12-19 00:00:00.000","27/12/08"
5644,"12000","2008-08-25 00:00:00.000","2008-08-25 16:39:06.250",9.51,"NC160 ","2008-09-19 00:00:00.000","27/09/08"
5645,"12969","2008-08-31 00:00:00.000","2008-08-31 19:17:24.586",9.51,"NC100 ","2008-09-10 00:00:00.000","20/08/08"
5647,"12009","2008-05-30 00:00:00.000","2008-05-30 17:27:39.380",16.27,"NC427 ","2008-06-20 00:00:00.000","10/07/08"
5648,"10898","2008-11-13 00:00:00.000","2008-11-13 21:59:36.250",16.27,"SC199 ","2008-12-19 00:00:00.000","27/12/08"
5649,"10348","2008-02-09 00:00:00.000","2008-02-09 18:50:44.886",16.27,"RP253 ","2008-02-28 00:00:00.000","10/03/08"
5651,"12065","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",16.27,"WE289 ","2009-03-16 17:47:25.000","05/08/09"
5652,"11160","2008-11-19 00:00:00.000","2008-11-19 04:34:16.564",16.27,"WE355 ","2008-12-10 00:00:00.000","20/12/08"
5653,"12446","2008-06-23 00:00:00.000","2008-06-23 15:29:06.250",16.27,"NC298 ","2008-07-15 00:00:00.000","27/07/08"
5654,"11847","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",16.27,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
5655,"12628","2008-11-13 00:00:00.000","2008-11-13 21:59:36.250",16.27,"SC199 ","2008-12-19 00:00:00.000","27/12/08"
5656,"13287","2008-04-30 00:00:00.000","2008-04-30 01:02:36.564",16.27,"NE235 ","2008-05-19 00:00:00.000","29/05/08"
5657,"10969","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",16.27,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
5659,"12218","2008-03-10 00:00:00.000","2008-03-10 06:22:36.564",8.99,"NC166 ","2008-03-20 00:00:00.000","30/03/08"
5660,"12898","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",8.99,"RP121 ","2009-03-16 17:47:25.000","05/08/09"
5661,"10561","2008-06-09 00:00:00.000","2008-06-09 18:50:44.886",8.99,"WE223 ","2008-06-28 00:00:00.000","10/07/08"
5662,"13361","2008-12-25 00:00:00.000","2008-12-25 06:12:46.134",8.99,"SW280 ","2009-02-23 00:00:00.000","03/03/09"
5663,"11777","2008-01-23 00:00:00.000","2008-01-23 18:23:54.564",8.99,"NC295 ","2008-02-16 00:00:00.000","27/02/08"
5665,"10724","2008-10-26 00:00:00.000","2008-10-26 20:07:39.380",8.99,"SC256 ","2008-11-10 00:00:00.000","14/11/08"
5666,"12571","2008-06-01 00:00:00.000","2008-06-01 16:58:44.886",8.99,"NC361 ","2008-07-20 00:00:00.000","30/07/08"
5667,"10567","2008-03-10 00:00:00.000","2008-03-10 06:22:36.564",8.99,"NC166 ","2008-03-20 00:00:00.000","30/03/08"
5668,"12013","2008-04-10 00:00:00.000","2008-04-10 18:36:44.886",8.99,"NW310 ","2008-04-29 00:00:00.000","10/05/08"
5669,"10264","2008-04-20 00:00:00.000","2008-04-20 22:38:44.886",8.99,"SE202 ","2008-04-28 00:00:00.000","30/05/08"
5670,"13392","2008-06-29 00:00:00.000","2008-06-29 16:50:44.886",8.99,"SC127 ","2008-07-20 00:00:00.000","30/07/08"
5671,"11881","2009-04-02 00:00:00.000","2009-04-02 23:32:45.116",8.99,"RP190 ","2009-05-21 00:00:00.000","15/06/09"
5672,"10755","2007-09-16 00:00:00.000","2007-09-16 09:11:26.258",18.99,"NE370 ","2007-09-30 00:00:00.000","09/10/07"
5673,"12551","2008-10-26 00:00:00.000","2008-10-26 20:07:39.380",18.99,"SC256 ","2008-11-10 00:00:00.000","14/11/08"
5675,"12797","2008-02-17 00:00:00.000","2008-02-17 05:25:36.564",18.99,"NE307 ","2008-03-10 00:00:00.000","20/04/08"
5676,"13249","2008-05-19 00:00:00.000","2008-05-19 20:47:39.380",18.99,"SC388 ","2008-06-02 00:00:00.000","15/06/08"
5677,"10288","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",18.99,"RP121 ","2009-03-16 17:47:25.000","05/08/09"
5678,"11460","2008-06-01 00:00:00.000","2008-06-01 16:58:44.886",18.99,"NC361 ","2008-07-20 00:00:00.000","30/07/08"
5679,"11972","2008-04-29 00:00:00.000","2008-04-29 20:59:06.250",18.99,"WE349 ","2008-06-15 00:00:00.000","27/06/08"
5680,"12441","2009-04-02 00:00:00.000","2009-04-02 23:32:45.116",18.99,"RP190 ","2009-05-21 00:00:00.000","15/06/09"
5681,"12106","2008-04-26 00:00:00.000","2008-04-26 02:22:36.564",18.99,"NE238 ","2008-05-05 00:00:00.000","19/05/08"
5683,"12673","2008-12-07 00:00:00.000","2008-12-07 08:43:52.556",18.99,"SW274 ","2009-01-22 00:00:00.000","25/01/09"
5684,"10179","2008-01-24 00:00:00.000","2008-01-24 23:13:54.564",18.99,"SE400 ","2008-02-26 00:00:00.000","07/03/08"
5685,"10932","2008-03-10 00:00:00.000","2008-03-10 06:22:36.564",14.61,"NC166 ","2008-03-20 00:00:00.000","30/03/08"
5686,"12094","2009-04-14 00:00:00.000","2009-04-14 07:32:45.116",14.61,"NE301 ","2009-07-23 00:00:00.000","12/08/09"
5687,"12138","2007-08-01 00:00:00.000","2007-08-01 15:29:06.250",14.61,"SW406 ","2007-10-15 00:00:00.000","03/11/07"
5688,"12296","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",14.61,"WE289 ","2009-03-16 17:47:25.000","05/08/09"
5690,"10577","2008-10-22 00:00:00.000","2008-10-22 17:33:26.257",14.61,"NC229 ","2008-11-08 00:00:00.000","20/11/08"
5691,"13274","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",14.61,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
5692,"11768","2008-01-08 00:00:00.000","2008-01-08 03:13:54.564",14.61,"SW277 ","2008-02-20 00:00:00.000","27/03/08"
5693,"11702","2008-11-10 00:00:00.000","2008-11-10 17:43:54.804",14.61,"NE373 ","2008-11-30 00:00:00.000","12/12/08"
5694,"11539","2008-12-25 00:00:00.000","2008-12-25 06:12:46.134",14.61,"SW280 ","2009-02-23 00:00:00.000","03/03/09"
5695,"12683","2008-11-18 00:00:00.000","2008-11-18 21:33:44.806",14.61,"NE367 ","2008-12-10 00:00:00.000","20/12/08"
5696,"13399","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",14.61,"NC163 ","2009-03-16 17:47:25.000","05/08/09"
